1.7488,1.7188,4.2475,8
0.85849,2.0612,2.6456,4
1.5189,2.4823,3.8911,15
1.5233,1.8388,4.1747,6
1.2309,1.9884,4.2327,8
2.4999,2.6633,4.3031,10
1.2307,1.9885,4.2342,13
2.8908,2.8361,4.5081,13
1.2798,2.2258,4.2242,10
3.0077,2.842,5.8159,10
1.2553,2.8555,3.6493,25
1.9117,2.8244,4.7704,4
0.95923,2.1443,3.0243,6
1.8174,2.5887,3.9987,7
2.4836,2.0493,4.4432,12
2.0055,1.7622,3.4734,12
1.4733,1.677,3.9049,6
0.65777,2.5692,3.8846,6
2.8113,2.3307,4.2681,10
1.7867,1.6721,3.387,40
1.0714,2.4482,3.0546,8
1.7877,1.6694,3.3883,21
2.0327,2.3503,4.383,2
1.475,1.6651,3.1982,8
0.39504,2.1316,3.2053,17
0.39688,2.1316,3.2064,17
2.0045,1.7609,3.4743,19
1.0071,2.7153,2.8789,21
0.50895,2.201,3.7449,3
1.8168,2.5892,4.0005,66
0.83319,1.8715,2.7785,9
0.63207,1.8666,2.8009,10
3.0058,2.842,5.8121,15
1.4774,1.6761,3.9064,8
1.8974,1.9144,4.4934,16
1.0745,2.4477,3.0544,4
2.5428,2.2962,4.2877,9
1.1925,2.4153,3.7872,9
1.4774,1.6769,3.9087,4
1.8976,1.9162,4.4923,33
1.4904,2.1696,3.2685,7
1.7604,2.6706,4.8421,2
2.0676,2.1456,4.6736,13
4.6529,3.0023,0.54024,2
2.4175,2.3697,4.3123,5
1.9291,2.5848,4.8698,60
2.5439,2.2946,4.2859,4
1.6834,2.2328,4.2916,8
5.7222,2.7929,1.5221,7
1.287,2.4857,3.9481,23
2.0645,3.066,4.011,5
0.49903,2.4707,2.4723,11
2.0742,3.0644,4.0198,15
0.3945,2.3729,3.4408,63
0.70928,2.0205,3.0995,6
2.2439,2.2371,4.6461,6
1.0047,2.0608,3.2734,14
1.9957,1.984,4.586,4
2.6795,2.339,5.2038,3
0.62122,2.6208,2.9918,9
1.0835,1.8476,3.944,4
2.5444,2.2963,4.2897,17
0.13824,2.8903,1.9834,8
4.6015,3.0024,0.48905,21
0.88688,2.1171,3.0556,5
1.4676,1.8666,4.1147,2
1.0565,2.0863,3.4941,10
0.74691,2.4251,3.77,11
1.7009,1.6013,4.1583,14
2.3203,2.7568,4.5915,61
1.6632,2.5207,3.6087,8
1.6599,1.6813,4.25,10
1.5992,2.4377,3.4697,6
0.39109,1.924,3.2049,15
1.6989,1.6021,4.1597,4
1.8409,1.987,3.7276,5
2.1216,2.8132,4.5956,10
2.1207,2.813,4.596,7
1.7007,2.007,3.4533,5
2.1254,2.9381,4.9207,4
1.142,2.5596,3.0675,11
2.6401,2.4469,4.9917,18
1.7007,2.0072,3.4534,4
1.6018,2.4363,3.4694,19
1.1846,1.7964,4.1026,14
1.661,1.6325,4.0834,167
1.2439,2.6909,3.3162,7
1.7012,2.0055,3.4525,14
2.8685,2.2915,4.5623,4
0.27905,2.9522,3.3277,4
1.8398,1.9875,3.727,28
1.4643,2.459,3.3428,10
1.4643,2.4599,3.3416,8
1.952,2.3361,3.9944,10
1.0884,2.2879,3.1736,60
1.2381,2.6904,3.3079,38
0.28336,2.9479,3.3307,10
0.67653,1.8052,2.9155,3
1.7013,2.029,4.4195,6
1.4668,1.8656,4.1178,39
1.023,2.6034,4.0666,27
2.1483,2.5245,3.6191,10
5.5443,2.9022,1.8556,14
0.81724,2.1232,2.7783,5
2.1664,2.5316,4.5375,16
0.76547,1.9875,3.3503,11
2.3499,2.1014,4.1927,50
1.7009,2.0079,3.4527,4
2.3865,2.5132,4.429,7
1.7011,2.0069,3.4515,14
0.7384,2.4664,2.845,9
0.0053216,2.6896,2.0491,24
2.6418,2.4454,4.994,11
1.4916,1.8654,3.1817,11
3.2074,2.9385,6.197,12
1.1423,2.5616,3.0665,38
0.71686,2.6107,3.5845,5
1.6612,1.6327,4.089,15
0.99997,1.9633,3.5026,10
2.1402,2.1537,4.9787,2
0.73904,2.4655,2.845,6
1.2902,1.7553,3.7991,8
1.7002,2.0081,3.4511,10
0.53388,1.9775,3.2562,13
2.3843,2.0779,4.1995,4
2.141,2.1535,4.9779,12
0.68396,1.9753,2.7549,6
2.3183,2.1836,4.4581,15
1.4711,2.096,4.3488,6
1.5677,2.2866,3.9633,4
4.1947,3.0108,0.12769,4
1.9545,2.3347,3.9943,8
0.83955,1.9651,4.118,6
1.1711,2.5719,4.2125,6
1.5301,1.6168,3.2867,2
0.32503,2.2968,3.4116,35
0.21998,2.6177,3.34,23
0.55374,2.7855,3.2494,33
1.2649,2.5059,2.9762,26
2.1404,2.1541,4.9804,3
0.44899,2.4496,2.7163,22
1.4733,2.0953,4.3487,32
1.373,2.9306,3.3602,6
1.3949,1.8078,4.2925,11
1.6099,2.2551,4.123,4
0.44336,2.4514,2.7121,43
0.44194,2.4483,2.7095,18
1.0483,2.167,3.6607,11
0.32333,2.2971,3.4088,8
1.5286,1.6177,3.2865,22
1.5263,1.6214,3.287,2
0.4442,2.4497,2.7135,6
1.0795,1.7904,3.7167,8
0.92387,2.4546,2.9977,6
0.22134,2.6184,3.3398,25
1.5891,1.829,3.4937,5
2.9742,2.8697,5.8908,15
1.9671,2.1772,4.5862,13
1.9431,2.0521,3.9925,5
2.6393,2.7754,5.2787,10
1.8898,1.9666,3.9049,32
1.4101,2.6612,4.0183,4
2.1423,2.1547,4.9814,30
1.2426,2.6276,2.8826,24
1.132,3.087,2.9757,3
4.685,2.9889,0.40957,8
0.6981,1.9307,2.9945,12
1.9032,1.9593,3.8845,11
0.35275,2.7746,2.9433,13
0.93666,2.8893,2.5592,2
0.57001,2.5202,2.5782,6
0.5454,2.3948,3.4306,12
1.2582,2.6802,4.3321,15
1.1932,1.847,3.6436,16
1.9785,1.8986,3.8194,28
2.4682,2.7231,4.9898,4
0.46081,2.451,2.5666,18
1.3766,1.521,4.1743,7
1.3915,2.1561,3.1765,66
1.6138,2.253,4.1289,12
0.63819,1.9468,3.1201,37
1.5641,1.7145,3.3269,4
0.50857,3.0394,2.4252,25
2.9046,2.7442,5.8847,4
2.3473,2.4104,3.7561,4
6.1733,2.8636,2.5371,14
0.83216,3.0811,3.6125,5
1.4411,2.2517,3.5653,15
4.6925,2.99,0.41538,22
2.3685,2.2384,3.8104,7
2.4262,2.3366,4.5575,28
1.1931,1.8488,3.6438,9
2.5834,2.6251,4.0281,9
2.1682,2.1868,4.1014,7
1.121,2.799,3.6463,10
2.4538,2.4876,5.0955,4
1.607,2.6231,3.2974,2
0.78752,1.9016,3.3725,10
2.3488,2.4104,3.7552,8
2.349,2.4123,3.7541,4
1.8909,1.966,3.9065,29
2.1838,1.8843,4.9006,14
2.6471,2.2917,4.7936,29
0.78021,2.142,3.958,19
2.3672,2.2384,3.812,15
2.4674,2.7243,4.9908,71
1.8602,1.8009,3.4747,10
1.6012,1.836,4.2592,28
1.8905,1.9658,3.9067,45
2.4691,2.7243,4.9931,48
1.445,2.39,3.2589,8
5.9232,2.8796,2.2017,10
1.9764,3.0269,4.3011,11
2.8778,2.6475,5.3709,4
0.72893,2.6957,3.3511,9
2.0142,1.9504,4.7514,16
1.0967,2.5791,4.269,6
1.8803,2.1507,4.8614,4
1.606,2.0096,3.3947,6
1.1182,2.8009,3.644,11
1.3741,2.3882,3.8409,16
1.1208,2.8004,3.6469,26
2.7715,2.5905,4.638,7
1.8397,1.8008,4.0942,28
0.91218,2.461,2.7708,3
1.9092,2.0688,4.3838,23
1.6347,2.3974,4.5904,6
0.97908,2.0888,2.832,21
0.066482,2.7975,2.8314,16
1.0873,1.9609,4.2609,18
0.94638,2.3378,3.0069,4
1.613,1.8056,3.968,47
1.3822,1.5868,3.8362,26
0.91033,2.4621,2.7711,8
1.1202,2.8022,3.6477,14
0.638,3.0038,3.6322,5
1.0821,2.1375,3.6272,10
1.6639,2.4797,3.9995,4
2.1095,2.5566,4.9216,19
1.9734,1.9885,4.4761,10
1.8526,1.6519,3.4507,5
1.1784,3.0746,3.4121,8
1.4464,1.4654,4.2329,14
0.74586,1.998,2.7441,41
2.1558,2.3803,3.712,17
1.6257,1.7533,4.2346,9
0.44426,2.5314,2.9552,7
0.69025,2.1929,3.9428,47
2.6903,2.6023,4.5394,7
0.48432,2.249,3.665,6
1.9905,2.1289,3.4395,10
1.3825,2.925,3.5373,6
1.0823,2.1907,3.6362,18
2.5302,1.9987,4.4674,11
1.4893,1.7365,4.4234,4
1.6101,2.5921,3.5805,6
1.6113,1.8045,3.9676,4
2.0624,2.2866,4.0712,5
2.7131,2.3755,5.0128,18
0.0,0.0,0.0,520
0.0,0.0,0.0,520
