308.96,153.69,271.84,14
275.34,95.125,197.83,27
259.25,126.27,244.16,32
259.73,117.33,181.06,58
251.26,130.06,226.18,65
310.78,170.83,236.73,49
301.01,90.259,244.08,73
335.65,126.2,202.73,52
259.29,122.23,193.31,44
304.96,81.485,178.26,59
321.37,147.75,203.51,83
287.81,86.056,247.82,53
288.04,138.74,190.74,34
320.71,148.01,202.84,89
259.52,95.556,164.84,91
259.47,117.08,180.19,81
259.46,95.348,164.33,82
325.37,101.37,263.61,31
292.23,96.397,202.22,115
241.64,148.08,180.78,73
272.94,142.2,224.71,42
323.92,99.581,241.89,116
261.35,96.314,230.57,51
316.06,126.59,249.11,231
259.5,95.411,164.47,66
321.41,147.63,203.33,100
306.79,84.94,218.36,25
320.67,122.15,271.93,59
317.27,122.79,205.67,89
255.62,148.96,211.48,285
342.85,115.25,255.68,78
299.32,78.231,231.13,94
293.87,76.348,251.93,117
295.65,129.15,237.95,31
319.19,131.81,259.47,147
306.81,85.401,217.52,286
277.25,111.61,224.34,60
255.56,126.73,179.72,31
301.42,123.96,216.58,84
288.67,121.83,224.6,51
259.55,95.121,164.26,81
336.77,108.16,216.72,34
246.63,103.1,171.65,76
236.08,130.46,188.28,43
288.89,74.993,218.26,90
285.63,109.46,235.8,154
248.02,127.76,236.26,131
320.98,95.523,266.66,155
252.56,131.33,235.31,66
312.16,97.278,252.57,118
334.53,130.23,261.98,73
286.1,94.775,199.03,108
317.26,126.96,237.32,70
252.36,134.91,229.09,63
270.6,127.98,181.63,116
241.56,105.29,187.92,53
300.72,95.743,212.01,139
340.98,119.54,261.99,88
307.53,143.72,252.13,70
243.68,95.952,182.13,29
305.69,128.01,265.74,102
318.66,112.15,211.09,74
289.15,82.32,224.25,94
240.05,127.57,163.82,60
240.8,137.03,166.88,30
279.57,92.667,174.11,67
308.53,143.21,253.17,227
257.51,91.149,243.0,258
292.19,111.7,251.0,40
278.38,130.31,221.74,32
322.1,151.35,221.29,206
326.14,124.19,240.83,165
301.17,99.218,244.02,115
252.47,96.501,200.35,78
241.15,136.71,167.09,34
279.59,105.41,221.17,173
294.74,84.236,189.47,29
294.43,84.464,189.67,1017
306.41,114.9,227.54,148
241.32,137.06,167.4,73
235.28,174.41,179.56,76
295.31,119.01,194.3,42
269.31,95.218,217.93,54
262.44,116.75,233.63,43
290.0,88.436,244.21,136
214.34,169.71,144.42,11
269.14,126.34,232.42,52
247.8,141.7,219.37,90
279.45,105.45,221.06,39
295.31,92.166,256.63,21
247.44,101.2,214.03,119
241.63,136.67,167.67,45
315.81,111.55,192.83,36
289.37,157.06,209.29,10
0.0,0.0,0.0,2340
0.0,0.0,0.0,2340
